pgpid,names,location,date,date_standard,author
1869,"['Nadiv B. Isaac', 'Umm Nadiv', 'S. D. Goitein']",N/A,N/A,N/A,Nadiv B. Isaac
1873,"['Sitt Al-beit', 'Aaron Al-tajar', 'Shimon Shtuber', 'Joseph']",N/A,1565,N/A,Aaron Al-tajar
1876,"['The Woman', 'The Womans Former Husband', 'The Womans Second Husband', 'The Two Sons']",N/A,N/A,N/A,N/a
1878,['Mufaddal'],N/A,1250,N/A,Imanuel B. Yehiel
1879,"['Abu Sad B. Hatim', 'Abul-khayr Al-sayrafi']",Jerusalem,1151,unknown,Abu Sad B. Hatim
1880,['Joseph'],N/A,1151,N/A,N/a
1881,"['Tovia B. Yefet', 'Thabat', 'Abraham B. Nathan Av Bet Din', 'Abraham B. Halfon B. Abraham']",Cairo,1110 CE,"Wednesday, 18 Sivan 1421 Seleucid",Tovia B. Yefet
1912,"['Solomon B. Elijah', 'Hisdai Ha-nasi']",Alexandria,N/A,N/A,Solomon B. Elijah
2029,"['Ezekiel B. Abraham', 'Shemarya B. Solomon', 'Solomon B. Thabit', 'Abraham B. Farrah', 'Sadaqa B. Joseph', 'Judah B. Isaac', 'Sheerit B. Abraham B. Habib', 'Solomon B. Daniel Al-kohen', 'Ezra B. Aaron', 'Joseph B. Farrah', 'Nahman B. Sadaqa', 'Ammar B. Joshua', 'Jacob B. Solomon', 'Mattan B. Jacob', 'Jacob B. Ezra', 'Jacob B. David', 'Menuha B. Joseph']",N/A,N/A,N/A,Ezekiel B. Abraham
2045,"['B. Al-gharbi', 'Abu Maali Al-alawi']",N/A,November 1193,1193-11,B. Al-gharbi
2092,"['Shari B. Eli', 'Sadaqa B. [...]', 'Musafir B. Yishi', 'Joseph']",N/A,"Iyyar, 1028","Iyyar, 1028","Shari B. Eli, Sadaqa B. [...], Musafir B. Yishi, Joseph"
2093,"['Abraham B. Tovia', 'Abraham', 'Meshullam']",Fustat,1091 C.E.,Tammuz 1402 of the Seleucid Era,Abraham B. Tovia
2094,"['Yahya B. Samuel', 'Olah B. Joseph', 'Mevasser']",N/A,1092 CE,Adar 1403 of the Seleucid Era,"Yahya B. Samuel, Olah B. Joseph And Mevasser"
2095,[],N/A,July 1094 and March 1095,N/A,N/a
2096,"['The Son Of The Government Officer', 'The Government Officer']",N/A,July 1094 and March 1095,N/A,N/a
2097,['Abu Munajja Thiqat Al-mulk Sulayman B. Sahl'],,1098,,Abu Munajja Thiqat Al-mulk Sulayman B. Sahl
2098,"['Toviah B. Abraham', 'Abu Mufaddal Netanel B. Japheth', 'Abu Faraj Al-wakil']",,,,"Toviah B. Abraham, Abu Mufaddal Netanel B. Japheth, Abu Faraj Al-wakil"
2099,"['Eli', 'Abu Khayr B. Al-muassal']",Tyre,1098,N/A,Eli
2101,"['Solomon B. Hillel', 'Amran B. Joseph']",Alexandria,1098,N/A,"Solomon B. Hillel, Amran B. Joseph"
2102,"['Abraham B. Moses', 'Solomon Al-bilbaysi']",N/A,24 Shevat 1100,Hebrew calendar,Abraham B. Moses And Solomon Al-bilbaysi
2103,"['Bishr B. Semah', 'Abu Maymun B. Abraham Al-saluki', 'Yefet B. David']",Seleucia,1028 CE,1339 CE of the Seleucid Era,Yefet B. David
2105,"['Shemarya B. Halfon', 'Eli']",N/A,1100 CE, Seleucid Era,"Shemarya B. Halfon, Eli"
2106,['N/a'],"Tyre or Tripoli, Lebanon",September/October 1102,N/A,N/a
2107,"['Solomon B. Isaac', 'Yasin B. Al-kabbaza', 'Abu B. Ali B. Fahd', 'Abu Bishr Solomon Al-kohen B. Al-burkan', 'Isaac B. Judah', 'S. D. Goitein', 'Norman Golb']",Minyat Zifta,"December 24, 1103 CE",Tevet 4864,"Solomon B. Isaac, Yasin B. Al-kabbaza, Abu B. Ali B. Fahd, Abu Bishr Solomon Al-kohen B. Al-burkan, Isaac B. Judah"
2108,"['Samuel B. Moses B. Sahl', 'Manasseh B. Jacob B. Al-nihmi']",Fusṭāṭ,1339 of the Seleucid Era (= 1028 CE), Seleucid Era,Samuel B. Moses B. Sahl
2110,"['Hayya Al-kohen B. Joshua', 'Perahya B. Nathan', 'Abu Surur Al-halabi', 'Berakot B. Aaron', 'Yefet B. Hillel']",Halab,1107 CE,Kislev 1419 of the Seleucid Era,Berakot B. Aaron And Yefet B. Hillel
2112,"['Eli B. Joshua', 'Mevorakh B. Nathan', 'Halfon B. Saadya', 'Shela B. Manasseh', 'Yair B. Saadya']",N/A,N/A,N/A,"Eli B. Yeshua, Mevorakh B. Natan, Halfon B. Saadya, Shela B. Menashshe, Yair B. Saadya"
2113,"['Nathan B. Isaac', 'Sitt Al-bayt Bt. Nathan', 'Moses B. David', 'Semah B. Jacob', 'Amram B. Shemarya']",Cairo,Marḥešvan 1420 of the Seleucid Era (= 1108 CE),Marḥešvan 1420 of the Seleucid Era (= 1108 CE),Moses B. David
2114,"['Sadaqa B. Meshullam', 'Hussein Al-hammami', 'Meshullam']",Muslim court,1110,CE,Sadaqa B. Meshullam
2115,"['Abraham B. Toviah', 'Abu Isaac B. Tiban', 'Abu Faraj B. Mamar']",N/A,1108-9 CE,N/A,"Abraham B. Toviah , Abu Faraj B. Mamar"
2116,"['Levi', 'Levi', 'Baghdad']",Cairo,October 1110,N/A,Abraham B. Nathan
2117,"['Sitt Al-milah', 'Ephraim Ros Ha-qahal']",al-Khandaq quarter,"September, 1100",N/A,Sitt Al-milah B. Ephraim Ros Ha-qahal
2121,"['Solomon B. Kathir', 'Barhun B. Sahlan', 'Faiza']",N/A,"January 27, 1028 CE",Gregorian,Solomon B. Kathir And Barhun B. Sahlan
2122,"['Joshua Abu Khayr', 'Ovadya']",N/A,1027-02-05,N/A,"Joshua Abu Khayr, Ovadya"
2123,"['Ghalib B. Moses', 'Eli B. Yais', 'Eli B. Amram', 'Simeon', 'Abu Said']",N/A,1057 CE,8 Tishri 1369 of the Seleucid Era,"['Ghalib B. Moses', 'Eli B. Yais', 'Eli B. Amram, Simeon']"
2124,"['Joshua B. Abraham', 'Jacob B. David']",N/A,N/A,N/A,Joshua B. Abraham And Jacob B. David
2126,"['Moses B. Abraham', 'Amram B. Joseph Ha-hasid', 'Hasan B. Solomon', 'Mahbub B. Hubban']",Fustat,1184 CE,1184 CE,Moses B. Abraham
2127,"['Abraham B. Eleazar', 'Abu Ala Ulla B. Joseph', 'Hillel B. Eli', 'Oded Zinger']",Fustat,1086 CE,Tammuz 1387 of the Seleucid Era,Hillel B. Eli
2128,"['Toviah B. Abraham', 'Abu Mufaddal Nataniel B. Yefet']",N/A,N/A,N/A,Toviah B. Abraham
2130,"['Abu Hasan B. Tiban', 'Abu Husayn Al-halabi']",N/A,1099 CE,Av 1410 of the Seleucid Era,Abu Husayn Al-halabi
2133,"['Joseph B. Abraham', 'Abu Ali', 'Abu Fadl', 'Husein B. Abu Faraj', 'Jacob B. Al-shomer', 'Makarim B. Yahya Al-hakim']",Fustat,September 1133,N/A,Nathan B. Solomon
2134,"['Hibat', 'Abu Hasan B. Hatim', 'Eli B. Hotam', 'Halfon B. Manasseh']",Laban (?) lane,4 February 1136,1136,Halfon B. Manasseh
2136,['Samuel B. Hananya'],Egypt,1152 C.E.,4912 A.M.,Samuel B. Hananya
2139,"['Tahir B. Abu Yemen', 'Binat Bt. Halfon', 'Mevorakh B. Nathan']",N/A,"August 27, 1157","August 27, 1157",Mevorakh B. Nathan
2142,"['Abu Jacob', 'Halfon B. Manasseh']",N/A,"Elul 1425 (=August, 1114 CE)",N/A,Halfon B. Manasseh
2147,"['Sitt Al-tujjar', 'Netanel B. Ephraim']",al-Mahalla,1160,CE,Netanel B. Ephraim
2148,"['Samuel The Teacher B. Joseph', 'Sitt Al-baqa B. Yefet', 'Yefet', 'Joseph']",N/A,"Wednesday 9 Kislev, 1161",N/A,Samuel The Teacher B. Joseph
2150,"['Moses B. Yefet', 'Mevorakh B. Nathan', 'Yefet']",N/A,1169,summer,Mevorakh B. Nathan
2151,"['Abu Zikri B. Mevorakh', 'Abraham Al-najib']",N/A,Fall 1172,N/A,Abraham Al-najib I
2152,"['Abraham', 'Muhriz B. Tahor']",N/A,"May 1, 1261",N/A,Abraham The Preacher And The Elders Of The Holy Congregation
2154,"['Umm Abu Faraj', 'Abu Faraj Joshua B. Sadaqa Ha-zaqen Al-mustamil Al-ramli']",Jerusalem,"July, 1127",N/A,Umm Abu Faraj
2155,"['Solomon B. Sameh', 'Joseph B. Ali']",N/A,N/A,N/A,"Solomon B. Sameh, Joseph B. Ali"
2156,"['Abu Faraj B. Shanuda', 'Abu Sad Daniyal B. Mina']",Akhmim,"Jumada II, 534 A.H. (February 1140 A.D.)",A.H.,"Abu Faraj B. Shanuda, Abu Sad Daniyal B. Mina"
2158,"['Sitt Al-kafaa Bt. Abu Khayr', '[...] Ha-zaqen Ha-mekhubbad Paqid Ha-soharim [...] Al-nahhal', 'Abraham Maimonides']",Fustat,1213/14 CE,Seleucid,"Sitt Al-kafaa Bt. Abu Khayr, [...] Ha-zaqen Ha-mekhubbad Paqid Ha-soharim [...] Al-nahhal, Abraham Maimonides"
2160,"['Abu Faraj B. Abu Nasr B. Al-mesos', 'Solomon Ha-nasi']",N/A,1238 CE,end of Av 1549 Seleucid,"Abu Faraj B. Abu Nasr B. Al-mesos, Solomon Ha-nasi"
2161,['Solomon Ha-talmid Ha-mevin'],Mosul,1242 CE,Anno Domini,Solomon B. Yishay
2163,"['Abu Hasan B. Abu Karam B. Abu Al-barakat', 'Judah B. Aaron B. Al-ammani', 'Yefet B. Joseph']",Alexandria,First decade of Tammuz 502 AM (1260-69 CE),CE,"Judah B. Aaron B. Al-ammani, Yefet B. Joseph"
2164,"['Karam', 'Rashida', 'Hasab Bt. Abu Nasr', 'Abraham']",N/A,8 May 1241,8 May 1241,Abu Fakhr Al-jabban B. Saadya
2165,"['Sitt Al-ikhwa B. Futuh', 'Futuh']",Fustat,1241,1241,Sitt Al-ikhwa B. Futuh
2167,"['Ephraim B. Samuel', 'Nissim B. Sar Solomon', 'Sutayt Bt. Tovia', 'Muhriz B. Tahor']",Egypt,"Tuesday, 13 Tishrei 1564 Seleucid (1252 CE)",CE,Ephraim B. Samuel
2171,"['Sitt Al-dar Bt. Joseph', 'Sulayman B. Joseph', 'Umar, Brother Of Sitt Al-dar']",N/A,"12 Kislev, 1026",N/A,Yefet Ha-hazan B. David
2172,"['Eli B. Yefet', 'Mawhuba Bt. Joseph B. Abraham', 'Solomon B. Joseph', 'Sitt Al-dar Bt. Joseph', 'Netanel B. Aaron Ha-shulhani', 'Samuel B. Avtalyon', 'Ephraim B. Shemarya']",Fustat,1026,,Yefet B. David
2173,"['Avraham, Son Of The']",Fustat,December 1026,N/A,"Avraham, Son Of The"
2175,"['B. Abu Yumn', 'Al-sabbagh B. Abu Surur']",Fustat,"End of Sivan 152, Seleucid (1209-18 CE)",Seleucid,Abraham Maimonides
2176,"['Menahem Ha-talmid B. Manasseh', 'Sulayman/shelomo B. Amram', 'Abraham Maimonides']",Fustat,1215/16 CE,4976 AM,Menahem Ha-talmid B. Manasseh
2177,"['Abu Barakat/berakhot Al-sukkari', 'Sitt Al-khiba Bt. Moses', 'Moses', 'Abraham Maimonides']",N/A,1217/18 CE,1529 Seleucid,Abu Barakat/berakhot Al-sukkari
2179,"['Ezra B. Samuel B. Ezra', 'Mubaraka']",N/A,N/A,N/A,Ezra B. Samuel B. Ezra
2181,"['Solomon B. Samuel', 'Abu Sad Saadya B. Abraham']",N/A,1231 CE,First decade of Av 1542 Seleucid,Solomon B. Shemuel; Abu Sad Saadya B. Abraham
2186,"['Judah B. Joseph', 'Moses B. Yahya Majjani']",N/A,1060,N/A,Judah B. Joseph
2189,['N/a'],N/A,N/A,N/A,N/a
2191,"['Joseph B. Ephraim', 'Sadaqa B. David', 'Sahlan B. Abraham']",Fustat,1103,CE,Sahlan B. Abraham
2192,"['Tiqva Known As Raj', 'Azariah The Cantor', 'The Son Of The Hod-carrier']",Damascus,early 11th century,N/A,Tiqva Known As Raj B. Azariah The Cantor
2199,"['Masliah B. Joseph', 'Abraham B. Shemarya', 'Isaac B. Samuel']",N/A,N/A,N/A,Masliah B. Joseph
2206,"['Joseph B. Faraj Al-fasi', 'David B. Nathan']",Fasi,N/A,N/A,"Joseph B. Faraj Al-fasi, David B. Nathan"
2207,"['B. Isaac Al-andalusi', 'Al-farah B. Isaac Al-muqaddas', 'Joseph B. Ali']",N/A,N/A,N/A,Abu Jacob Joseph Al-fasi
2210,"['Joseph', 'B. Abu Fadl', 'Jafar B. Hilal']",N/A,N/A,N/A,Joseph
2212,['Abu Faraj B. Hillel'],N/A,N/A,N/A,Abu Faraj B. Hillel
2214,"['Abu Al-izz B. Al-shaykh Abu Imran Al-sharabi', 'Abu Al-hasan', 'Abu Al-fadl Al-radwi']",N/A,Iyyar 125 of the Seleucid Era (= 1217 CE),CE,Abu Al-izz B. Al-shaykh Abu Imran Al-sharabi And Abu Al-hasan
2215,"['Moses Sofer B. Isaac Haver', 'Eli Haver B. Amram']",N/A,N/A,N/A,Moses Sofer B. Isaac Haver
2216,"['Abraham', 'Meshullam']",N/A,N/A,N/A,Abraham
2222,['Abraham B. Yefet'],Bilbays,1221,N/A,N/a
2227,"['Tahir B. Abu Sad', 'Fard Bt. Abu Isaac', 'Khalluf Al-mutasawwiq B. Abu Surur', 'Abu Muna B. Berakot']",N/A,"October 3, 1160",N/A,Tahir B. Abu Sad
2231,"['Meshullam', 'Sitt Al-baha', 'Judah']",N/A,N/A,N/A,"Meshullam , Sitt Al-baha Bt. Judah"
2236,"['Mevorakh B. Solomon', 'Meshullam B. Mevasser B. Pinhas Al-damiri']",N/A,Iyyar 1100 (1409 of the Seleucid Era),Seleucid Era,"Mevorakh B. Shelomo, Known As B. Al-natira, Meshullam B. Mevasser B. Pinhas Al-damiri"
2237,"['Netanel B. Solomon', 'Amram B. Nafia']",N/A,N/A,N/A,Netanel B. Solomon
2239,"['Perahya B. Arah', 'Sitt Al-ahel', 'Brother Of Sitt Al-ahels Mother']",N/A,ca. 1100,ca. 1100,"Perahya B. Arah, Sitt Al-ahel"
2246,['Evyatar B. Elijah'],"City X, adjacent to Ẓoʿan Miẓrayim (=Fustat), which is situated on the river Nile",late 11th century,N/A,Evyatar B. Elijah
2249,"['Abul-fadl', 'Makarim', 'B. Sahlan']",Dar al-Zajjaj,ca. 1180,N/A,Abul-bayan
2277,"['Aaron', 'Shabbat']",N/A,26 May 1050 CE,,Aaron
2291,['Sadaqa B. Yefet Al-shiraji'],Ramle,ca. 1038,N/A,N/a
2386,"['Abu Faraj', 'Abu Isaac B. Al-shofet', 'Said Al-ahl']",N/A,1149,12 Heshvan 1461,Said Al-ahl
2387,"['Halfon B. Manasseh', 'N/a']",N/A,Nisan 1479/March 1168,N/A,Halfon B. Manasseh
2388,"['Said Al-ahl B. Abi Umar Known As B. Al-aqta', 'Netanel B. Moses', 'Abu Umar B. Abu Sad Al-iskandarani', 'Nathan B. Halfon', 'Majly B. Yefet']",al-Maḥalla al-Kubrā,June 1176 CE,middle third of Tammuz 1487 Seleucid,Said Al-ahl B. Abi Umar Known As B. Al-aqta
2390,"['Mevorakh B. Nathan', 'Sitt Al-tujjar', 'Oded Zinger']",N/A,1145,1145,Mevorakh B. Nathan
2391,"['Mevorakh B. Nathan', 'Nazar Bt. David', 'Moses B. Bishr', 'Moses B. Mevasser', 'Abu Wafa Tamim', 'Saadya B. Abraham', 'B. Bishr']",Fustat,Adar 1474/ March 1163,N/A,Mevorakh B. Nathan
2392,"['Nathan B. Solomon', 'Moses B. Bishr', 'Hiba', 'Abu Rida']",N/A,1125,N/A,Nathan B. Solomon
2393,"['Nazar Bt. David', 'Mevorakh B. Nathan']",N/A,March 1163,Adar 1474,Mevorakh B. Nathan
2394,"['Isaac', 'Abu Khayr Khiyar Al-sirafi']",N/A,N/A,N/A,"Joshua B. Yoshiyyahu B. Shemayahahu, Nathan B. Shemuel, Eleazar B. Yosef, Joshua B. Josiah, Shemarya"
2395,"['Isaac', 'Abu Khayr Khiyar']",N/A,N/A,N/A,"Eleazar B. Yosef, Joshua B. Josiah, Nathan B. Shemuel, Shemarya"
2397,"['Aziza Bt. Eleazar', 'Abu Khayr Mevorakh B. Meshullam']",N/A,N/A,N/A,Aziza Bt. Eleazar
2399,"['Ephraim Abu Kathir B. Masliah', 'Joseph B. Solomon']",N/A,Adar 1411/ February- March 1100,Adar 1411/ February- March 1100,Ephraim Abu Kathir B. Masliah
2400,"['Abu Husayn Al-halabi', 'Halfon B. Ephraim']",N/A,May-June 1100,Sivan 1411,"Abu Husayn Al-halabi, Halfon B. Ephraim"
2401,"['Samuel B. Nathan', 'Sittan Bt. Yefet', 'Abu Nasr', 'Abu Kathir']",N/A,1100,Shevat 1411,Samuel B. Nathan
2402,"['Yefet B. Halfon', 'Husna Bt. [...]']",Ramli,1113,N/A,Halfon B. Manasseh
2404,"['Moses B. Abu Hayya', 'Shela B. Yefet', 'Judah B. Joseph']",N/A,February 1068,N/A,Judah B. Joseph
2405,"['Abu Faraj Jacob B. Abraham B. Allan', 'Ephraim B. Ismail Al-jawhari', 'Ephraim B. Shemarya']",Maghreb,N/A,N/A,Abu Faraj Jacob B. Abraham B. Allan
2411,"['Netanel B. Moses', 'Samuel B. Saadya']",N/A,Tammuz 1477/ June 1166,CE,Samuel B. Saadya
2415,"['Abu Nasr B. Ephraim', 'Abu Isaac', 'Wuhshas Daughter', 'Sitt Ghazal B. Siba B. Judah Al-damashqi', 'Abraham B. Al-tuwan']",Qasr al-Sham',July 1132,Tammuz 1443,Abu Nasr B. Ephraim
2417,"['Abu Faraj B. Solomon', 'Hillel B. Salim']",N/A,1150/1,CE,Hillel B. Salim
2418,"['Mansur B. Abu Said', 'Fadail B. Abu Hasan', 'Meshullam B. Mevorakh', 'Berakot B. Eleazar']",Bilbays,Tevet 1520/ January 1209,Gregorian,Judah B. Tuvyahu
2420,"['Hillel B. Eli', 'Abraham B. Solomon Tiilmisani', 'Joseph B. Amram', 'Aaron', 'Naaman']",Maybe Alexandria,N/A,N/A,Hillel B. Eli
2426,"['Judah B. Hananya', 'Wazira Daughter Of The Elder Called Al-udi', 'Joshua']",N/A,Tevet 1665 / December 1353,N/A,Judah B. Hananya
2427,"['Tsdqh Bn Abrhm', 'Eli B. Amram']",N/A,1030,,Tsdqh Bn Abrhm
2429,"['Moses B. Adiyya', 'Adiyya', 'Moshes Wife', 'Moshes Sister', 'Moshes Niece']",Fustat,June 1040,Tammuz 1351,Moses B. Adiyya
2432,"['Yefet B. Wada', 'Abu Zikri']","Tyre, al-Mahalla",Nisan 1395/April 1084,Nisan 1395/April 1084,"Yefet B. Wada, Abu Zikri"
2436,"['Abu Tahir Mevorakh B. Shela Al-murid', 'Sitt Al-dar B. Joseph']",N/A,N/A,N/A,Halfon B. Manasseh
2437,"['Ephraim B. Shemarya', 'Mother', 'Daughter']",N/A,1038,N/A,Ephraim B. Shemarya
2440,"['Yefet B. Abraham', 'Abraham B. Jacob']",Alexandria,1100,N/A,Abraham B. Jacob
2450,"['Khafa Bt. Abu Faraj Joshua', 'Manasseh', 'Abu Isaac B. Abu Fakhr', 'Abu Fakhr']",N/A,Elul 1485/1174,1174,"Khafa Bt. Abu Faraj Yeshua, Manasseh"
2451,"['Sadaqa B. Mevorakh Rosh Ha-qahal', 'Hillel B. Manasseh', 'Abraham B. Nathan Av Bet Din']",Fustat/Cairo,1070 CE,Monday 26 Iyyar 1381 Seleucid,Sadaqa B. Mevorakh Rosh Ha-qahal
2460,"['Hisana Bt. Asma', 'Hilal The Alexandrian', 'Abraham B. Yefet']",Alexandria,N/A,N/A,Abraham B. Yefet
2472,"['Abu Mahasin Yefet B. Yoshiyya', 'Abu Izz B. Abu Maani']",N/A,1532,1220-1221,"Abu Mahasin Yefet B. Yoshiyya, Abu Izz B. Abu Maani"
2473,"['Abu Tahir B. Eleazar', 'Abu Baha B. Moses']",N/A,Heshvan 1543 Seleucid (September-October 1231 CE),Seleucid,"Abu Tahir B. Elazar, Abu Baha B. Moses"
2474,"['Shamun B. Al-muzanjir', 'Imran B. Al-muzanjir', 'Simha']",N/A,October 1231 CE,"Ḥeshvan 6, 1231 CE",Shamun B. Al-muzanjir
2481,"['Abraham Maimonides', 'Kohen']",N/A,N/A,N/A,Abraham Maimonides
2482,"['X B. Joseph', 'Sitt Al-adab', 'Judah B. Nissim', 'Masliah The Haver', 'Joseph', 'Nissim']",N/A,N/A,N/A,"X B. Yosef, Sitt Al-adab Daughter Of Judah B. Nissim"
2486,"['Sitt Al-ala', 'Abu Fakhr', 'R. Moses']",N/A,N/A,N/A,Sitt Al-ala
2487,"['Sitt Al-milah', 'Sitt Al-izz B. Joshua B. Yefet', 'Yefet', 'Joshua']",al-Musasa quarter,N/A,N/A,Sitt Al-milah
2501,"['Mordechai B. Saadya', 'Sitt Al-kuttab']",N/A,1164/65 CE,N/A,N/a
2502,"['Abu Faraj B. Moses Known As B. Al-kallam', 'Moses Maimonides', 'Al-shaykh Al-muwaffaq', 'B. Jumay', 'B. Sana Al-mulk', 'B. Sawla', 'Abu Khayr Al-hayfi', 'Samuel B. Saadya', 'Eleazar B. Mikhael']",N/A,24 March 1182 CE,"Wednesday, 18 Nisan 1493 Seleucid",Abu Faraj B. Moses Known As B. Al-kallam
2509,"['Yefet B. David', 'Yefet B. Solomon', 'Beracha Bt. Shemarya']",Jerusalem,October 1029,N/A,Yefet B. David
2511,"['Samuel B. Asad', 'The', 'The Paternal Uncle Of The Orphaned Children']",Minyat Ashna,Tevet 1462/ January 1151,N/A,N/a
2512,['Samuel B. Asad'],N/A,Iyyar 1480/April-May 1169,N/A,Samuel B. Asad
2513,"['Abu Sahl Manasseh B. Eli', 'Netanel B. Joseph']",N/A,December 1134,N/A,"Abu Sahl Manasseh B. Eli , Netanel B. Joseph"
2516,"['Son Of A Butcher', 'Younger Brother', 'Stepbrother', 'Stepmother']",N/A,October 1094,Tishri 1406,Son Of A Butcher
2520,[],"Zawilat al-Mahdiyya, Ifrīqiya",N/A,N/A,N/a
2521,"['Abu Ala B. Joseph', 'Tujjar Bt. Mansur', 'Mansur']",Bilbays,29 Nisan 1543/April 1232,N/A,"Abu Ala B. Joseph , Tujjar Bt. Mansur"
2523,"['Samuel B. Saadya', 'Abraham B. Abu Karam']",N/A,Adar 1514/ March 1203,N/A,Samuel B. Saadya
2530,"['Isaac B. Samuel', 'Joseph B. Sadaqa', 'Ghania Bt. Husayn', 'Hillel B. Faraj']",N/A,Sivan 1411/ May-June 1100,N/A,Isaac B. Samuel And Joseph B. Sadaqa
2533,['Nathan B. Samuel'],"al-Mamṣūṣa quarter, Fustat",June 1145 CE,Sivan 1456 Seleucid,Nathan B. Samuel
2534,"['Hibat Allah', 'Joseph B. Said']",N/A,April-May 1150 CE,Sivan 1461 Seleucid,Joseph B. Said
2543,"['Mevorakh B. Nathan', 'Samuel B. Saadya', 'Eleazar B. Michael']",N/A,N/A,N/A,"Mevorakh B. Natan, Samuel B. Saadia, Eleazar B. Michael"
2544,"['Solomon B. Elijah', 'Abraham Maimonides']",N/A,February-March 1225,Adar 1036 Seleucid Era,Solomon B. Elijah
2550,"['Sadaqa B. Semah', 'Sitt Al-kull Bt. Berakot', 'Masliah', 'Abraham B. Shemarya', 'Nathan B. Solomon', 'Nathan B. Samuel', 'Perahya B. Halfon', 'Manasseh B. Jacob', 'Abraham B. Solomon', 'Meshullam B. Manasseh', 'Halfon B. Manasseh']",Fustat,5 Av 1443 (July 1132 CE),,Halfon B. Manasseh
2551,"['Abu Mansur', 'Sitt Al-hasab']",Fustat,Heshvan 1473/ October 1161,N/A,N/a
2555,"['Mansur B. Mukhtar', 'Solomon B. Netanel']",Fustat,Tevet 1357/ January 1046,Gregorian,Ephraim B. Shemarya
2556,['Abraham Maimonides'],N/A,1186-1237,N/A,Abraham Maimonides
2559,['N/a'],al-Musasa quarter in Fustat,September 1139 CE,Tishri 1451 Seleucid,N/a
2562,"['Ghaliya Bt. Isaac', 'Husn Bt. Abraham', 'Abu Joseph Jacob B. David', 'Musafr B. Solomon', 'Abu Mansur Ghalib B. Isaac', 'Furayj B. X']",N/A,N/A,N/A,"Ghaliya Bt. Yishaq, Husn Bt. Ibrahim, Abu Joseph Jacob B. David, Musafr B. Shelomo, Abu Mansur Ghalib B. Isaac"
2577,"['Elijah B. Al-harrar', 'Nathan B. Ismail Al-harrar']",Syracuse,April 1020,N/A,N/a
2579,"['Jayyida', 'David The Dyer', 'Halfon B. Manasseh']",N/A,1100-1138,N/A,Halfon B. Manasseh
2580,['Samuel B. Hananya'],Alexandria,ca.1150,N/A,Samuel
2581,"['Saadya B. Eleazar', 'Shela', 'Abraham B. Shemarya', 'Eli B. Yahya']",N/A,Elul 1404/1093,1093,"Saadya B. Elazar, Shela, Abraham B. Shemaya, Eli B. Yahya"
2583,"['Khasib The Son Of Sheikh Abu Nasr', 'Moses Al-shiraji', 'Mevasser B. Abraham', 'Abraham B. Moses', 'Abraham B. Nathan']",Court of the Nagid,N/A,N/A,Khasib The Son Of Sheikh Abu Nasr
2584,['Halfon B. Manasseh'],N/A,N/A,N/A,Halfon B. Manasseh
2592,"['Goitein', 'Frenkel', 'Daniella Talmon-heller', 'Katia Cytryn-silverman']",N/A,End of 11th or beginning of 12th century,N/A,N/a
2601,"['Pinhas B. Eleazar', 'Moses', 'Berakot B. Samuel', 'Abraham Maimuni']",Fustat,N/A,N/A,Berakot B. Samuel
2616,"['Abu Husayn Moses', 'Solomon']",N/A,N/A,N/A,Halfon B. Manasseh
2617,"['Halfon B. Manasseh', 'Masliah']",N/A,1127-1139,N/A,"Halfon B. Menashshe, Masliah"
2634,"['Abu Nasr B. Tayyib B. Toviah', 'Abu Maawi', 'Abu Sad', 'Berakot B. Samuel']",N/A,13th century,N/A,"Abu Nasr B. Tayyib B. Toviah, Abu Maawi, Abu Sad, Berakot B. Samuel"
2649,['Halfon B. Manasseh'],N/A,1133,N/A,Halfon B. Manasseh
2651,"['Al-rayyis Abu Ali Yefet', 'Sitt Yaman, Known As Najiya', 'Bundar Prince Of The Congregations B. Yefet', 'Abraham Prince Of The Congregations', 'Isaac The Generous', 'Khalluf The Precious Of The Congregations', 'Halfon B. Manasseh']",N/A,ca. 1120,N/A,"Al-rayyis Abu Ali Yefet And Sitt Yaman, Known As Najiya"
2653,"['Menahem B. Isaac B. Sasson', 'Berakot B. Samuel']",N/A,N/A,N/A,"Menahem B. Isaac B. Sasson, Berakot B. Samuel"
2655,"['Perahya B. Nathan', 'Sitt Al-x', 'Mevorakh']",N/A,N/A,N/A,Perahya B. Nathan
2658,"['Abu Ghayth', 'Eli', 'Samuel B. Asad']",N/A,1166/1167,N/A,Samuel B. Asad
2659,"['Sitt Al-dar Bt. Hussein', 'Khalluf B. Isaac', 'Bishr B. Ephraim', 'Ephraim B. Shemarya']",N/A,N/A,N/A,Ephraim B. Shemarya
2660,"['Samuel Ka-kohen B. Avtalion', 'Abraham B. Mevasser', 'Hisdai B. Nathan The Parnas', 'Shabbat B. Nusayr']",Fustat,N/A,N/A,"Samuel Ka-kohen B. Avtalion, Abraham B. Mevasser, Hisdai B. Nathan The Parnas, Shabbat B. Nusayr"
2661,"['Joshua B. Ghulayb', 'Yoshiyya B. Maimon', 'Abraham B. Mevasser', 'Hisdai B. Nathan', 'Shabbat B. Nusayr']",N/A,Av 1339/August 1028,Av 1339/August 1028,Samuel B. Avtalion
2663,"['Abu Munajja, Al-zariz']",New Cairo,Tevet 1493/ December 1181,Gregorian,"Abu Munajja, Al-zariz"
